Date,NDX
1986-05-01,154.205
1986-05-02,155.01
1986-05-05,157.14
1986-05-06,157.125
1986-05-07,156.255
1986-05-08,157.16
1986-05-09,157.915
1986-05-12,157.75
1986-05-13,157.05
1986-05-14,157.005
1986-05-15,155.765
1986-05-16,154.995
1986-05-19,155.31
1986-05-20,157.01
1986-05-21,157.44
1986-05-22,159.63
1986-05-23,160.165
1986-05-27,161.175
1986-05-28,161.305
1986-05-29,161.62
1986-05-30,163.16
1986-06-02,162.03
1986-06-03,162.11
1986-06-04,161.825
1986-06-05,162.36
1986-06-06,161.885
1986-06-09,158.61
1986-06-10,158.105
1986-06-11,160.035
1986-06-12,160.365
1986-06-13,162.355
1986-06-16,160.8
1986-06-17,158.575
1986-06-18,158.48
1986-06-19,159.28
1986-06-20,159.585
1986-06-23,159.555
1986-06-24,160.8
1986-06-25,162
1986-06-26,161.72
1986-06-27,161.615
1986-06-30,162.615
1986-07-01,163.325
1986-07-02,163.96
1986-07-03,163.96
1986-07-07,157.625
1986-07-08,153.26
1986-07-09,155.41
1986-07-10,154.29
1986-07-11,152.855
1986-07-14,149.285
1986-07-15,146.255
1986-07-16,147.395
1986-07-17,148.465
1986-07-18,147.76
1986-07-21,147.075
1986-07-22,147.405
1986-07-23,147.175
1986-07-24,147.28
1986-07-25,148.26
1986-07-28,145.505
1986-07-29,144.205
1986-07-30,144.52
1986-07-31,144.705
1986-08-01,144.19
1986-08-04,142.525
1986-08-05,141.86
1986-08-06,140.545
1986-08-07,140.695
1986-08-08,142.295
1986-08-11,145.44
1986-08-12,147.06
1986-08-13,148.835
1986-08-14,150.005
1986-08-15,149.575
1986-08-18,149.07
1986-08-19,148.595
1986-08-20,149.755
1986-08-21,150.01
1986-08-22,150.945
1986-08-25,149.91
1986-08-26,151.155
1986-08-27,152.02
1986-08-28,152.045
1986-08-29,151.7
1986-09-02,149.34
1986-09-03,149.82
1986-09-04,151.395
1986-09-05,149.67
1986-09-08,146.55
1986-09-09,145.76
1986-09-10,144.74
1986-09-11,138.46
1986-09-12,135.035
1986-09-15,134.94
1986-09-16,135.21
1986-09-17,136.39
1986-09-18,138.135
1986-09-19,138.455
1986-09-22,140.12
1986-09-23,139.565
1986-09-24,139.565
1986-09-25,137.615
1986-09-26,137.585
1986-09-29,135.535
1986-09-30,137.495
1986-10-01,138.265
1986-10-02,138.22
1986-10-03,138.555
1986-10-06,139.115
1986-10-07,138.255
1986-10-08,139.265
1986-10-09,139.165
1986-10-10,139.87
1986-10-13,140.675
1986-10-14,140.965
1986-10-15,142.1
1986-10-16,141.81
1986-10-17,141.195
1986-10-20,140.1
1986-10-21,139.925
1986-10-22,140.3
1986-10-23,142.15
1986-10-24,141.965
1986-10-27,141.76
1986-10-28,142.495
1986-10-29,143.13
1986-10-30,144.78
1986-10-31,144.48
1986-11-03,144.81
1986-11-04,145.965
1986-11-05,146.18
1986-11-06,145.41
1986-11-07,144.91
1986-11-10,144.295
1986-11-11,145.35
1986-11-12,145.58
1986-11-13,143.415
1986-11-14,143.505
1986-11-17,143.195
1986-11-18,140.66
1986-11-19,139.545
1986-11-20,141.31
1986-11-21,142.9
1986-11-24,144.495
1986-11-25,145.77
1986-11-26,146.87
1986-11-28,147.94
1986-12-01,146.855
1986-12-02,148.865
1986-12-03,150.08
1986-12-04,149.98
1986-12-05,149.045
1986-12-08,147.845
1986-12-09,146.865
1986-12-10,146.955
1986-12-11,146.08
1986-12-12,144.98
1986-12-15,144.075
1986-12-16,144.49
1986-12-17,143.045
1986-12-18,142.855
1986-12-19,143.77
1986-12-22,144.085
1986-12-23,142.805
1986-12-24,142.795
1986-12-26,142.935
1986-12-29,141.515
1986-12-30,141.525
1986-12-31,141.405
1987-01-02,142.86
1987-01-05,147.405
1987-01-06,149.06
1987-01-07,152.975
1987-01-08,155.69
1987-01-09,156.99
1987-01-12,159.305
1987-01-13,159.62
1987-01-14,162.66
1987-01-15,164.145
1987-01-16,162.515
1987-01-19,166.455
1987-01-20,166.52
1987-01-21,164.26
1987-01-22,167.945
1987-01-23,166.765
1987-01-26,164.14
1987-01-27,166.655
1987-01-28,167.625
1987-01-29,165.74
1987-01-30,166.675
1987-02-02,170.305
1987-02-03,171.555
1987-02-04,173.5
1987-02-05,174.635
1987-02-06,174.63
1987-02-09,173.625
1987-02-10,172.325
1987-02-11,175.98
1987-02-12,176.265
1987-02-13,179.065
1987-02-17,183.65
1987-02-18,181.21
1987-02-19,179.87
1987-02-20,178.685
1987-02-23,177.705
1987-02-24,178.94
1987-02-25,180.97
1987-02-26,182.185
1987-02-27,182.75
1987-03-02,181.065
1987-03-03,180.565
1987-03-04,183.275
1987-03-05,184.67
1987-03-06,184.285
1987-03-09,182.475
1987-03-10,184.465
1987-03-11,185.31
1987-03-12,184.77
1987-03-13,183.165
1987-03-16,182.73
1987-03-17,185.9
1987-03-18,186.045
1987-03-19,187.96
1987-03-20,189.825
1987-03-23,189.4
1987-03-24,190.18
1987-03-25,190.195
1987-03-26,190.705
1987-03-27,189.05
1987-03-30,183.835
1987-03-31,186.04
1987-04-01,186.075
1987-04-02,187.66
1987-04-03,191.36
1987-04-06,190.915
1987-04-07,187.435
1987-04-08,189.28
1987-04-09,188.73
1987-04-10,188.285
1987-04-13,183.945
1987-04-14,179.725
1987-04-15,182.46
1987-04-16,183.745
1987-04-20,182.125
1987-04-21,184.635
1987-04-22,183.955
1987-04-23,183.77
1987-04-24,180.375
1987-04-27,179.55
1987-04-28,181.265
1987-04-29,182.22
1987-04-30,184.83
1987-05-01,185.83
1987-05-04,186.45
1987-05-05,189.735
1987-05-06,189.295
1987-05-07,190.015
1987-05-08,190.36
1987-05-11,189.24
1987-05-12,188.975
1987-05-13,190.295
1987-05-14,190.74
1987-05-15,187.91
1987-05-18,185.455
1987-05-19,181.465
1987-05-20,181.7
1987-05-21,182.66
1987-05-22,181.64
1987-05-26,185.17
1987-05-27,185.955
1987-05-28,188.11
1987-05-29,188.77
1987-06-01,185.86
1987-06-02,184.5
1987-06-03,185.76
1987-06-04,186.255
1987-06-05,185.685
1987-06-08,187.535
1987-06-09,189.475
1987-06-10,190.02
1987-06-11,189.665
1987-06-12,190.36
1987-06-15,189.6
1987-06-16,191.14
1987-06-17,191.32
1987-06-18,192.37
1987-06-19,192.05
1987-06-22,192.9
1987-06-23,191.84
1987-06-24,191.905
1987-06-25,191.345
1987-06-26,191.06
1987-06-29,190.7
1987-06-30,189.24
1987-07-01,189.475
1987-07-02,190.385
1987-07-06,189.025
1987-07-07,187.755
1987-07-08,187.385
1987-07-09,187.975
1987-07-10,188.735
1987-07-13,190.42
1987-07-14,194.985
1987-07-15,194.87
1987-07-16,196.04
1987-07-17,195.865
1987-07-20,193.86
1987-07-21,193.195
1987-07-22,193.635
1987-07-23,191.505
1987-07-24,193.025
1987-07-27,193.195
1987-07-28,193.755
1987-07-29,194.725
1987-07-30,196.565
1987-07-31,196.35
1987-08-03,195.24
1987-08-04,195.88
1987-08-05,198.245
1987-08-06,201.865
1987-08-07,203.73
1987-08-10,206.03
1987-08-11,208.39
1987-08-12,207.06
1987-08-13,206.47
1987-08-14,206.465
1987-08-17,206.83
1987-08-18,203.9
1987-08-19,205.39
1987-08-20,208.93
1987-08-21,210.575
1987-08-24,209.48
1987-08-25,210.715
1987-08-26,211.16
1987-08-27,210.635
1987-08-28,208.845
1987-08-31,209.575
1987-09-01,206.89
1987-09-02,205.73
1987-09-03,205.015
1987-09-04,204.06
1987-09-08,199.9
1987-09-09,201.6
1987-09-10,205.165
1987-09-11,206.365
1987-09-14,205.16
1987-09-15,202.255
1987-09-16,201.3
1987-09-17,202.055
1987-09-18,201.675
1987-09-21,197.26
1987-09-22,201.43
1987-09-23,204.075
1987-09-24,204.64
1987-09-25,205.115
1987-09-28,204.625
1987-09-29,204.15
1987-09-30,205.505
1987-10-01,209.705
1987-10-02,212.145
1987-10-05,213.81
1987-10-06,208.07
1987-10-07,206.89
1987-10-08,203.625
1987-10-09,202.465
1987-10-12,199.625
1987-10-13,201.23
1987-10-14,197.495
1987-10-15,193.065
1987-10-16,183.285
1987-10-19,155.65
1987-10-20,143.96
1987-10-21,158.78
1987-10-22,149.985
1987-10-23,145.42
1987-10-26,128.425
1987-10-27,129.865
1987-10-28,131.21
1987-10-29,143.64
1987-10-30,150.07
1987-11-02,152.195
1987-11-03,147.135
1987-11-04,147.945
1987-11-05,153.03
1987-11-06,150.68
1987-11-09,146.485
1987-11-10,143.445
1987-11-11,145.48
1987-11-12,149.845
1987-11-13,147.95
1987-11-16,147.46
1987-11-17,143.575
1987-11-18,144.835
1987-11-19,141.06
1987-11-20,140.835
1987-11-23,141.84
1987-11-24,144.66
1987-11-25,144.995
1987-11-27,143.355
1987-11-30,137.125
1987-12-01,137.16
1987-12-02,137.955
1987-12-03,132.95
1987-12-04,130.435
1987-12-07,133.145
1987-12-08,136.69
1987-12-09,139.76
1987-12-10,139.015
1987-12-11,139.82
1987-12-14,146.08
1987-12-15,146.89
1987-12-16,151.06
1987-12-17,149.91
1987-12-18,154.745
1987-12-21,156.02
1987-12-22,155.555
1987-12-23,158.06
1987-12-24,158.185
1987-12-28,152.78
1987-12-29,154.345
1987-12-30,157.285
1987-12-31,156.25
1988-01-04,161.81
1988-01-05,164.28
1988-01-06,166.175
1988-01-07,168.7
1988-01-08,158.195
1988-01-11,158.875
1988-01-12,155.725
1988-01-13,155.545
1988-01-14,156.035
1988-01-15,159.825
1988-01-18,159.025
1988-01-19,158.01
1988-01-20,152.465
1988-01-21,152.95
1988-01-22,154.355
1988-01-25,157.055
1988-01-26,155.23
1988-01-27,155.425
1988-01-28,157.655
1988-01-29,159.13
1988-02-01,158.615
1988-02-02,158.975
1988-02-03,156.58
1988-02-04,157.38
1988-02-05,158.015
1988-02-08,157.875
1988-02-09,158.93
1988-02-10,162.24
1988-02-11,162.955
1988-02-12,163.935
1988-02-16,165.54
1988-02-17,165.805
1988-02-18,165.75
1988-02-19,167.075
1988-02-22,170.2
1988-02-23,171.285
1988-02-24,172.475
1988-02-25,170.785
1988-02-26,170.645
1988-02-29,172.64
1988-03-01,172.635
1988-03-02,175.115
1988-03-03,176.5
1988-03-04,177.39
1988-03-07,178.465
1988-03-08,179.625
1988-03-09,181.24
1988-03-10,178.435
1988-03-11,177.89
1988-03-14,179.21
1988-03-15,178.315
1988-03-16,180.42
1988-03-17,181.235
1988-03-18,181.035
1988-03-21,178.9
1988-03-22,180.015
1988-03-23,179.245
1988-03-24,174.765
1988-03-25,172.88
1988-03-28,172.84
1988-03-29,173.665
1988-03-30,172.13
1988-03-31,173.26
1988-04-04,171.405
1988-04-05,172.895
1988-04-06,176.6
1988-04-07,177.33
1988-04-08,178.93
1988-04-11,179.94
1988-04-12,180.1
1988-04-13,180.385
1988-04-14,173.27
1988-04-15,173.135
1988-04-18,173.55
1988-04-19,174.355
1988-04-20,172.935
1988-04-21,172.07
1988-04-22,173.32
1988-04-25,174.4
1988-04-26,176.745
1988-04-27,177.21
1988-04-28,176.73
1988-04-29,175.92
1988-05-02,176.745
1988-05-03,178.995
1988-05-04,178.625
1988-05-05,177.68
1988-05-06,177.18
1988-05-09,174.93
1988-05-10,174.32
1988-05-11,170.8
1988-05-12,171.705
1988-05-13,173.845
1988-05-16,174.985
1988-05-17,174.07
1988-05-18,170.285
1988-05-19,170.345
1988-05-20,169.885
1988-05-23,167.65
1988-05-24,169.21
1988-05-25,169.01
1988-05-26,169.855
1988-05-27,169.585
1988-05-31,173.345
1988-06-01,176.675
1988-06-02,176.45
1988-06-03,178.005
1988-06-06,179.745
1988-06-07,179.765
1988-06-08,183.015
1988-06-09,182.775
1988-06-10,184.285
1988-06-13,184.735
1988-06-14,185.775
1988-06-15,186.105
1988-06-16,184.505
1988-06-17,183.94
1988-06-20,183.195
1988-06-21,184.79
1988-06-22,186.98
1988-06-23,187.07
1988-06-24,187.35
1988-06-27,185.115
1988-06-28,188.19
1988-06-29,187.785
1988-06-30,189.025
1988-07-01,189.955
1988-07-05,191.905
1988-07-06,190.43
1988-07-07,189.385
1988-07-08,188.145
1988-07-11,187.685
1988-07-12,187.235
1988-07-13,188.12
1988-07-14,188.68
1988-07-15,188.51
1988-07-18,188.795
1988-07-19,185.78
1988-07-20,185.255
1988-07-21,182.405
1988-07-22,181.86
1988-07-25,181.59
1988-07-26,179.705
1988-07-27,177.37
1988-07-28,178.22
1988-07-29,181.16
1988-08-01,181.44
1988-08-02,180.535
1988-08-03,181.07
1988-08-04,181.175
1988-08-05,179.895
1988-08-08,179.815
1988-08-09,177.27
1988-08-10,172.68
1988-08-11,174.635
1988-08-12,173.745
1988-08-15,170.085
1988-08-16,172.645
1988-08-17,172.905
1988-08-18,173.55
1988-08-19,172.815
1988-08-22,169.895
1988-08-23,169.605
1988-08-24,171.955
1988-08-25,170.53
1988-08-26,170.98
1988-08-29,172.765
1988-08-30,172.365
1988-08-31,170.995
1988-09-01,168.22
1988-09-02,171.465
1988-09-06,171.935
1988-09-07,172.095
1988-09-08,172.965
1988-09-09,175.48
1988-09-12,175.595
1988-09-13,175.87
1988-09-14,176.98
1988-09-15,175.415
1988-09-16,176.645
1988-09-19,176.11
1988-09-20,176.805
1988-09-21,177.805
1988-09-22,178.275
1988-09-23,177.475
1988-09-26,175.87
1988-09-27,175.8
1988-09-28,177.055
1988-09-29,178.825
1988-09-30,179.365
1988-10-03,176.79
1988-10-04,176.29
1988-10-05,175.86
1988-10-06,176.235
1988-10-07,176
1988-10-10,174.935
1988-10-11,175.625
1988-10-12,173.29
1988-10-13,174.835
1988-10-14,175.37
1988-10-17,175.785
1988-10-18,176.99
1988-10-19,176.99
1988-10-20,180.365
1988-10-21,179.74
1988-10-24,178.41
1988-10-25,177.4
1988-10-26,176.35
1988-10-27,174.28
1988-10-28,174.885
1988-10-31,174.78
1988-11-01,174.595
1988-11-02,174.015
1988-11-03,174.25
1988-11-04,173.56
1988-11-07,171.34
1988-11-08,173.75
1988-11-09,173.495
1988-11-10,173.275
1988-11-11,169.24
1988-11-14,168.955
1988-11-15,168.105
1988-11-16,165.525
1988-11-17,166.205
1988-11-18,166.525
1988-11-21,163.815
1988-11-22,164.35
1988-11-23,167.19
1988-11-25,165.72
1988-11-28,165.995
1988-11-29,167.17
1988-11-30,169.185
1988-12-01,171.33
1988-12-02,171.615
1988-12-05,172.855
1988-12-06,174.015
1988-12-07,172.84
1988-12-08,171.885
1988-12-09,171.795
1988-12-12,171.11
1988-12-13,170.255
1988-12-14,170.87
1988-12-15,171.62
1988-12-16,174.015
1988-12-19,175.39
1988-12-20,175.075
1988-12-21,174.66
1988-12-22,174.76
1988-12-23,175.61
1988-12-27,175.22
1988-12-28,175.13
1988-12-29,176.68
1988-12-30,177.41
1989-01-03,174.625
1989-01-04,177.56
1989-01-05,177.485
1989-01-06,177.52
1989-01-09,177.65
1989-01-10,177.065
1989-01-11,177.595
1989-01-12,179
1989-01-13,179.1
1989-01-16,179.2
1989-01-17,177.09
1989-01-18,178.645
1989-01-19,180.57
1989-01-20,180.32
1989-01-23,178.205
1989-01-24,180.175
1989-01-25,181.56
1989-01-26,183.995
1989-01-27,183.545
1989-01-30,184.785
1989-01-31,186.47
1989-02-01,188.37
1989-02-02,189.865
1989-02-03,189.975
1989-02-06,189.465
1989-02-07,192.055
1989-02-08,190.05
1989-02-09,188.69
1989-02-10,185.705
1989-02-13,185.405
1989-02-14,185.63
1989-02-15,187.415
1989-02-16,187.825
1989-02-17,188.51
1989-02-21,188.17
1989-02-22,185.76
1989-02-23,186.47
1989-02-24,184.59
1989-02-27,183.815
1989-02-28,183.79
1989-03-01,183.6
1989-03-02,185.46
1989-03-03,185.815
1989-03-06,187.505
1989-03-07,186.7
1989-03-08,186.255
1989-03-09,185.35
1989-03-10,184.995
1989-03-13,185.88
1989-03-14,185.355
1989-03-15,185.365
1989-03-16,187.135
1989-03-17,182.01
1989-03-20,179.875
1989-03-21,182.04
1989-03-22,180.59
1989-03-23,181.04
1989-03-27,181.145
1989-03-28,182.015
1989-03-29,183.34
1989-03-30,184.365
1989-03-31,185.87
1989-04-03,185.83
1989-04-04,185.535
1989-04-05,186.09
1989-04-06,186.2
1989-04-07,188.4
1989-04-10,189.275
1989-04-11,190.91
1989-04-12,192.53
1989-04-13,191.825
1989-04-14,194.63
1989-04-17,194.59
1989-04-18,196.83
1989-04-19,198.07
1989-04-20,197.65
1989-04-21,198.86
1989-04-24,198.315
1989-04-25,197.24
1989-04-26,197.25
1989-04-27,199.57
1989-04-28,200.47
1989-05-01,200.75
1989-05-02,200.745
1989-05-03,201.585
1989-05-04,202.095
1989-05-05,203.44
1989-05-08,203.04
1989-05-09,202.685
1989-05-10,203.015
1989-05-11,203.515
1989-05-12,207.155
1989-05-15,208.895
1989-05-16,208.255
1989-05-17,210.73
1989-05-18,211.06
1989-05-19,212.61
1989-05-22,212.38
1989-05-23,210.625
1989-05-24,211.985
1989-05-25,212.84
1989-05-26,214.435
1989-05-30,213.59
1989-05-31,214.545
1989-06-01,215.59
1989-06-02,217.79
1989-06-05,213.4
1989-06-06,214.395
1989-06-07,219.88
1989-06-08,219.39
1989-06-09,218.795
1989-06-12,218.6
1989-06-13,216.545
1989-06-14,216.665
1989-06-15,213.09
1989-06-16,212.815
1989-06-19,212.285
1989-06-20,211.04
1989-06-21,210.91
1989-06-22,212.22
1989-06-23,214.26
1989-06-26,213.915
1989-06-27,213.935
1989-06-28,211.07
1989-06-29,206.77
1989-06-30,204.585
1989-07-03,205.465
1989-07-05,206.365
1989-07-06,207.67
1989-07-07,209.58
1989-07-10,209.33
1989-07-11,209.94
1989-07-12,210.87
1989-07-13,211.48
1989-07-14,212.865
1989-07-17,213.735
1989-07-18,211.385
1989-07-19,213.61
1989-07-20,211.095
1989-07-21,210.865
1989-07-24,208.115
1989-07-25,208.015
1989-07-26,209.895
1989-07-27,212.755
1989-07-28,213.145
1989-07-31,214.275
1989-08-01,212.835
1989-08-02,212.84
1989-08-03,214.56
1989-08-04,215.14
1989-08-07,218.76
1989-08-08,219.73
1989-08-09,217.85
1989-08-10,217.42
1989-08-11,216.305
1989-08-14,214.81
1989-08-15,215.87
1989-08-16,214.87
1989-08-17,216.15
1989-08-18,216.72
1989-08-21,214.185
1989-08-22,215.385
1989-08-23,217.49
1989-08-24,220.395
1989-08-25,220.82
1989-08-28,221.46
1989-08-29,220.3
1989-08-30,221.4
1989-08-31,222.005
1989-09-01,223.515
1989-09-05,223.58
1989-09-06,221.67
1989-09-07,221.2
1989-09-08,222.655
1989-09-11,222.96
1989-09-12,224.325
1989-09-13,224.615
1989-09-14,222.41
1989-09-15,221.96
1989-09-18,221.75
1989-09-19,221.935
1989-09-20,222.305
1989-09-21,222.655
1989-09-22,223.89
1989-09-25,223.89
1989-09-26,223.87
1989-09-27,223.805
1989-09-28,226.25
1989-09-29,226.415
1989-10-02,228.11
1989-10-03,228.735
1989-10-04,230.9
1989-10-05,231.74
1989-10-06,234.405
1989-10-09,236.785
1989-10-10,236.085
1989-10-11,235.085
1989-10-12,234.545
1989-10-13,224.665
1989-10-16,224.945
1989-10-17,224.245
1989-10-18,226.525
1989-10-19,231.53
1989-10-20,231.05
1989-10-23,228.76
1989-10-24,226.175
1989-10-25,226.115
1989-10-26,222.055
1989-10-27,218.84
1989-10-30,219.075
1989-10-31,222.615
1989-11-01,223.31
1989-11-02,219.45
1989-11-03,219.055
1989-11-06,215.185
1989-11-07,217.65
1989-11-08,220.37
1989-11-09,220.65
1989-11-10,222.53
1989-11-13,222.755
1989-11-14,221.37
1989-11-15,222.345
1989-11-16,221.7
1989-11-17,222.63
1989-11-20,223.415
1989-11-21,222.76
1989-11-22,223.625
1989-11-24,224.835
1989-11-27,223.645
1989-11-28,223.585
1989-11-29,223.495
1989-11-30,224.445
1989-12-01,225.315
1989-12-04,226.72
1989-12-05,227.305
1989-12-06,224.155
1989-12-07,224.765
1989-12-08,224.025
1989-12-11,220.265
1989-12-12,217.805
1989-12-13,217.91
1989-12-14,216.355
1989-12-15,214.14
1989-12-18,210.85
1989-12-19,211.185
1989-12-20,213.235
1989-12-21,216.235
1989-12-22,217.625
1989-12-26,217.615
1989-12-27,221.575
1989-12-28,221.58
1989-12-29,223.835
1990-01-02,227.725
1990-01-03,226.1
1990-01-04,224.715
1990-01-05,223.14
1990-01-08,223.54
1990-01-09,221.18
1990-01-10,216.555
1990-01-11,213.505
1990-01-12,208.795
1990-01-15,207.615
1990-01-16,211.915
1990-01-17,210.605
1990-01-18,210.57
1990-01-19,213.91
1990-01-22,208.06
1990-01-23,207.48
1990-01-24,206.745
1990-01-25,205.775
1990-01-26,203.245
1990-01-29,202.055
1990-01-30,197.655
1990-01-31,201.94
1990-02-01,203.045
1990-02-02,205.615
1990-02-05,206.49
1990-02-06,205.075
1990-02-07,206.805
1990-02-08,207.245
1990-02-09,208.495
1990-02-12,206.88
1990-02-13,207.2
1990-02-14,208.06
1990-02-15,209.93
1990-02-16,208.355
1990-02-20,205.065
1990-02-21,204.75
1990-02-22,204.19
1990-02-23,201.795
1990-02-26,204.625
1990-02-27,205.785
1990-02-28,207.915
1990-03-01,209.105
1990-03-02,211.54
1990-03-05,210.39
1990-03-06,210.96
1990-03-07,210.155
1990-03-08,213.11
1990-03-09,213.82
1990-03-12,213.525
1990-03-13,211.51
1990-03-14,212.305
1990-03-15,213.48
1990-03-16,217.96
1990-03-19,219.87
1990-03-20,216.925
1990-03-21,215.85
1990-03-22,212.54
1990-03-23,214.49
1990-03-26,216.435
1990-03-27,217.47
1990-03-28,214.23
1990-03-29,213.11
1990-03-30,213.145
1990-04-02,212.67
1990-04-03,216.81
1990-04-04,215.48
1990-04-05,214.06
1990-04-06,212.475
1990-04-09,212.115
1990-04-10,213.225
1990-04-11,214.525
1990-04-12,216.045
1990-04-16,216.925
1990-04-17,216.5
1990-04-18,213.145
1990-04-19,210.87
1990-04-20,208.62
1990-04-23,205.63
1990-04-24,204.76
1990-04-25,205.58
1990-04-26,205.785
1990-04-27,203.67
1990-04-30,205.815
1990-05-01,207.04
1990-05-02,208.5
1990-05-03,210.09
1990-05-04,212.705
1990-05-07,215.03
1990-05-08,215.17
1990-05-09,215.43
1990-05-10,216.81
1990-05-11,220.89
1990-05-14,223.86
1990-05-15,224.49
1990-05-16,225.125
1990-05-17,226.64
1990-05-18,228.51
1990-05-21,232.215
1990-05-22,232.845
1990-05-23,236.06
1990-05-24,237.035
1990-05-25,232.2
1990-05-29,235.84
1990-05-30,236.355
1990-05-31,236.15
1990-06-01,237.885
1990-06-04,240.11
1990-06-05,237.845
1990-06-06,238.055
1990-06-07,237.385
1990-06-08,234.73
1990-06-11,236.95
1990-06-12,240.11
1990-06-13,242.055
1990-06-14,240.515
1990-06-15,240.785
1990-06-18,236.71
1990-06-19,236.775
1990-06-20,237.315
1990-06-21,238.145
1990-06-22,235.74
1990-06-25,232.915
1990-06-26,232.94
1990-06-27,234.95
1990-06-28,237.415
1990-06-29,238.46
1990-07-02,238.42
1990-07-03,238.185
1990-07-05,237.3
1990-07-06,238.465
1990-07-09,239.6
1990-07-10,238.66
1990-07-11,240.775
1990-07-12,243.425
1990-07-13,244.74
1990-07-16,246.18
1990-07-17,241.525
1990-07-18,238
1990-07-19,236.4
1990-07-20,232.44
1990-07-23,227.38
1990-07-24,226.485
1990-07-25,228.765
1990-07-26,227.2
1990-07-27,225.635
1990-07-30,223.92
1990-07-31,223.385
1990-08-01,223.115
1990-08-02,218.97
1990-08-03,212.605
1990-08-06,201.455
1990-08-07,202.655
1990-08-08,205.58
1990-08-09,209.125
1990-08-10,206.23
1990-08-13,207.42
1990-08-14,208.295
1990-08-15,208.465
1990-08-16,202.19
1990-08-17,196.845
1990-08-20,193.1
1990-08-21,188.255
1990-08-22,185.015
1990-08-23,178.295
1990-08-24,184.965
1990-08-27,193.975
1990-08-28,194.905
1990-08-29,192.905
1990-08-30,190.725
1990-08-31,193.615
1990-09-04,194.745
1990-09-05,193.815
1990-09-06,190.67
1990-09-07,191.8
1990-09-10,192.65
1990-09-11,190.965
1990-09-12,192.355
1990-09-13,189.72
1990-09-14,189.52
1990-09-17,189.605
1990-09-18,189.43
1990-09-19,188.775
1990-09-20,183.98
1990-09-21,183.2
1990-09-24,177.605
1990-09-25,180.71
1990-09-26,179.455
1990-09-27,174.19
1990-09-28,177.055
1990-10-01,184.735
1990-10-02,184.92
1990-10-03,180.505
1990-10-04,179.495
